customerkey,FirstName,LastName,MiddleName,AddressLine1,AddressLine2,City,StateProvinceCode,StateProvinceName,EnglishCountryRegionName,CountryRegionCode,PostalCode,Phone,maritalstatus,EmailAddress,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer,ClothingBuyer,AccessoryBuyer,ComponentBuyer
21467,David,Harris,C,3360 Hazelwood Lane,NULL,Port Orchard,WA,Washington,United States,US,98366,715-555-0178,Married,david72@adventure-works.com,Male,60000,4,0,Bachelors,Management,1,2,10+ Miles,North America,63,0,1,1,0
21468,Ethan,Yang,L,661 Cardinal Dr,NULL,Lincoln Acres,CA,California,United States,US,91950,473-555-0111,Married,ethan23@adventure-works.com,Male,60000,4,0,Bachelors,Management,1,2,10+ Miles,North America,63,0,0,1,0
21469,Caitlin,Bell,C,3606 Bishop Drive,NULL,El Cajon,CA,California,United States,US,92020,802-555-0122,Single,caitlin11@adventure-works.com,Female,70000,2,1,Partial College,Professional,0,1,2-5 Miles,North America,62,1,0,1,0
21470,Stephanie,Jenkins,NULL,7223 Cortez,NULL,Chula Vista,CA,California,United States,US,91910,125-555-0161,Single,stephanie34@adventure-works.com,Female,70000,2,1,Partial College,Professional,0,1,2-5 Miles,North America,63,1,1,1,0
21471,Marcus,Carter,l,8645 Michigan Blvd,NULL,Langford,BC,British Columbia,Canada,CA,V9,334-555-0110,Married,marcus38@adventure-works.com,Male,70000,2,1,Partial College,Professional,1,1,10+ Miles,North America,62,0,0,1,0
21472,Patrick,Ward,J,7780 Limeridge Dr.,NULL,Glendale,CA,California,United States,US,91203,626-555-0170,Married,patrick17@adventure-works.com,Male,70000,2,1,Partial College,Professional,1,1,2-5 Miles,North America,62,0,0,1,0
21473,Stacy,Rubio,S,1479 Megan Dr,NULL,Burien,WA,Washington,United States,US,98168,783-555-0177,Married,stacy21@adventure-works.com,Female,40000,2,1,High School,Professional,1,2,2-5 Miles,North America,61,0,1,1,0
21474,Lucas,Gray,L,8891 Mount Olivet Ct.,NULL,Kirkland,WA,Washington,United States,US,98033,406-555-0184,Married,lucas78@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,61,0,0,1,0
21475,Cassidy,Alexander,NULL,1528 MapleView Drive,NULL,Daly City,CA,California,United States,US,94015,466-555-0125,Married,cassidy20@adventure-works.com,Female,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,56,1,0,1,0
21476,Hunter,Jenkins,NULL,5574 Martin St,NULL,Downey,CA,California,United States,US,90241,406-555-0179,Married,hunter3@adventure-works.com,Male,60000,2,1,Bachelors,Management,0,0,2-5 Miles,North America,61,1,0,1,0
21477,Katelyn,Watson,B,3634 Heather Pl,NULL,Mill Valley,CA,California,United States,US,94941,819-555-0133,Married,katelyn7@adventure-works.com,Female,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,61,0,1,1,0
21478,Abigail,Reed,R,336 E Eagle Peak Rd.,NULL,National City,CA,California,United States,US,91950,662-555-0145,Married,abigail6@adventure-works.com,Female,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,61,1,0,1,0
21479,Noah,Foster,B,8593 Reisling Court,NULL,San Diego,CA,California,United States,US,92102,409-555-0152,Married,noah13@adventure-works.com,Male,60000,2,1,Bachelors,Management,1,0,2-5 Miles,North America,62,1,0,1,0
21480,Alfredo,Martin,P,9896 White Dr,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,988-555-0136,Married,alfredo1@adventure-works.com,Male,40000,2,1,High School,Professional,0,2,2-5 Miles,North America,61,0,0,1,0
21481,Jose,Diaz,R,4810 Rahn Court,NULL,Edmonds,WA,Washington,United States,US,98020,733-555-0116,Married,jose16@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,60,0,0,1,0
21482,Haley,Flores,M,2473 San Rafael,NULL,Lake Oswego,OR,Oregon,United States,US,97034,620-555-0164,Single,haley31@adventure-works.com,Female,60000,2,1,Partial College,Professional,0,2,2-5 Miles,North America,60,1,0,1,0
21483,Michelle,Bailey,NULL,2964 Holbrook Dr,NULL,Seattle,WA,Washington,United States,US,98104,597-555-0122,Married,michelle16@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,60,1,1,1,0
21484,Abigail,Coleman,E,3597 Pine St.,NULL,Sedro Woolley,WA,Washington,United States,US,98284,971-555-0173,Married,abigail31@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,44,1,0,0,0
21485,Brandon,Clark,C,7638 Diokmo Ct.,NULL,Spokane,WA,Washington,United States,US,99202,154-555-0161,Married,brandon49@adventure-works.com,Male,60000,2,1,Partial College,Professional,0,2,2-5 Miles,North America,44,1,0,1,0
21486,Suzanne,Gao,NULL,3576 Court St.,NULL,Burbank,CA,California,United States,US,91502,395-555-0171,Single,suzanne16@adventure-works.com,Female,60000,2,1,Bachelors,Management,1,0,10+ Miles,North America,60,1,0,1,0
21487,Jacqueline,Ramirez,R,2023 Flame Drive,NULL,Novato,CA,California,United States,US,94947,475-555-0142,Single,jacqueline31@adventure-works.com,Female,70000,4,1,Partial College,Professional,1,2,10+ Miles,North America,61,1,0,1,0
21488,Madison,Henderson,M,1093 Via Romero,NULL,San Diego,CA,California,United States,US,92102,117-555-0152,Married,madison40@adventure-works.com,Female,70000,4,1,Partial College,Professional,0,2,1-2 Miles,North America,60,1,1,1,0
21489,Neil,Gutierrez,L,7225 Newell Ave.,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,561-555-0128,Married,neil10@adventure-works.com,Male,40000,2,1,Partial High School,Skilled Manual,0,2,2-5 Miles,North America,59,0,0,1,0
21490,Cole,Ward,NULL,594 Tosco Way,NULL,Haney,BC,British Columbia,Canada,CA,V2W 1W2,158-555-0144,Married,cole5@adventure-works.com,Male,40000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,59,0,0,1,0
21491,Joseph,Lewis,M,7726 Driftwood Drive,NULL,Kirkland,WA,Washington,United States,US,98033,257-555-0199,Married,joseph28@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,2-5 Miles,North America,54,1,1,0,0
21492,Robert,Jai,NULL,9192 High Maple Court,NULL,Daly City,CA,California,United States,US,94015,359-555-0188,Single,robert43@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,1,10+ Miles,North America,59,0,0,1,0
21493,Carson,Coleman,NULL,8681 Orange Street,NULL,San Diego,CA,California,United States,US,92102,227-555-0158,Single,carson4@adventure-works.com,Male,80000,3,1,Bachelors,Management,1,1,5-10 Miles,North America,59,0,1,1,0
21494,Kayla,Gonzales,NULL,5298 Green View Court,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,534-555-0145,Single,kayla41@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,10+ Miles,North America,53,0,0,1,0
21495,James,Hughes,NULL,8225 Hidden Oak Ct,NULL,Olympia,WA,Washington,United States,US,98501,525-555-0165,Married,james27@adventure-works.com,Male,60000,2,1,High School,Professional,1,2,10+ Miles,North America,58,0,1,1,0
21496,Nichole,Rai,NULL,1314 Westover Dr.,NULL,Beverly Hills,CA,California,United States,US,90210,224-555-0191,Married,nichole17@adventure-works.com,Female,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,52,0,0,1,0
21497,Patrick,Cox,S,2344 Ridgeview Dr.,NULL,Chula Vista,CA,California,United States,US,91910,762-555-0143,Married,patrick15@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,53,0,1,1,0
21498,Cameron,Wilson,NULL,638 Shangri-la Rd.,NULL,Coronado,CA,California,United States,US,92118,510-555-0123,Married,cameron47@adventure-works.com,Male,60000,2,1,Partial College,Professional,1,2,10+ Miles,North America,53,0,0,1,0
21499,Bailey,Ramirez,L,6492 Crossbow Way,NULL,San Carlos,CA,California,United States,US,94070,237-555-0166,Married,bailey5@adventure-works.com,Female,70000,4,2,Partial College,Professional,1,1,1-2 Miles,North America,58,0,1,1,0
21500,Devin,Long,J,6199 G St.,NULL,Tacoma,WA,Washington,United States,US,98403,945-555-0189,Married,devin48@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,2,10+ Miles,North America,58,0,0,1,0
21501,Deb,Foster,NULL,2866 Reisling Court,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,741-555-0174,Single,deb9@adventure-works.com,Male,70000,2,1,Partial High School,Skilled Manual,1,3,10+ Miles,North America,58,1,1,0,0
21502,Morgan,Clark,NULL,836 Donaleen Cr.,NULL,Grossmont,CA,California,United States,US,91941,148-555-0165,Single,morgan40@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,10+ Miles,North America,51,0,0,1,0
21503,Melanie,Long,K,4682 Deermeadow Way,NULL,Lynnwood,WA,Washington,United States,US,98036,849-555-0127,Married,melanie25@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,10+ Miles,North America,57,0,0,1,0
21504,Chloe,Torres,D,6963 Grand View Avenue,NULL,Bremerton,WA,Washington,United States,US,98312,494-555-0164,Married,chloe59@adventure-works.com,Female,60000,2,1,High School,Professional,1,2,2-5 Miles,North America,57,1,0,1,0
21574,Fernando,Lewis,NULL,3893 San Francisco,NULL,Sedro Woolley,WA,Washington,United States,US,98284,226-555-0167,Married,fernando19@adventure-works.com,Male,100000,5,2,Partial College,Professional,1,1,0-1 Miles,North America,45,0,1,1,0
21575,Justin,Foster,NULL,9123 Springfield Drive,NULL,Fremont,CA,California,United States,US,94536,497-555-0196,Married,justin13@adventure-works.com,Male,80000,3,0,Partial College,Professional,0,2,2-5 Miles,North America,53,1,0,1,0
21576,Benjamin,Gonzales,NULL,2639 Parkview Court,NULL,Oregon City,OR,Oregon,United States,US,97045,834-555-0135,Married,benjamin18@adventure-works.com,Male,80000,3,0,Partial College,Professional,0,2,2-5 Miles,North America,53,1,0,1,0
21577,Tiffany,Ma,NULL,5444 Bellord Ct.,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,865-555-0197,Married,tiffany16@adventure-works.com,Female,50000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,76,0,0,1,0
21578,Jordan,Green,P,9514 Plymouth Dr.,NULL,Tacoma,WA,Washington,United States,US,98403,590-555-0171,Married,jordan68@adventure-works.com,Male,60000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,64,0,0,1,0
21579,Wyatt,Jackson,NULL,2947 Vine Lane,NULL,Woodburn,OR,Oregon,United States,US,97071,972-555-0149,Married,wyatt12@adventure-works.com,Male,60000,2,0,Graduate Degree,Management,1,2,5-10 Miles,North America,75,0,0,1,0
21580,Mariah,Ward,J,6246 Hermosa,NULL,Langley,BC,British Columbia,Canada,CA,V3A 4R2,403-555-0156,Single,mariah37@adventure-works.com,Female,80000,4,3,Partial College,Professional,1,2,2-5 Miles,North America,46,0,0,1,0
21581,Rachel,Russell,C,9178 Thornhill Place,NULL,Westminster,BC,British Columbia,Canada,CA,V3L 1H4,823-555-0111,Married,rachel68@adventure-works.com,Female,80000,4,3,Partial College,Professional,1,2,0-1 Miles,North America,46,0,0,1,0
21582,Amber,Roberts,W,9665 Geneva Ave.,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,597-555-0197,Married,amber3@adventure-works.com,Female,50000,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,32,1,0,1,0
21583,Jaclyn,Lal,M,5514 Chilpancingo,NULL,Casper,WY,Wyoming,United States,US,82601,804-555-0142,Married,jaclyn32@adventure-works.com,Female,50000,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,38,1,1,1,0
21584,Gavin,Bryant,W,3519 Woodruff Lane,NULL,Everett,WA,Washington,United States,US,98201,966-555-0153,Married,gavin16@adventure-works.com,Male,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,38,1,0,1,0
21585,Trinity,Gray,O,4396 Santa Maria Ct,NULL,Lebanon,OR,Oregon,United States,US,97355,534-555-0159,Married,trinity5@adventure-works.com,Female,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,37,1,1,1,0
21586,Stephanie,Foster,D,1206 Limewood Place,NULL,W. Linn,OR,Oregon,United States,US,97068,886-555-0126,Married,stephanie43@adventure-works.com,Female,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,37,1,0,0,0
21587,Jenna,Roberts,T,4112 N. 8th Street,NULL,Bellflower,CA,California,United States,US,90706,886-555-0124,Married,jenna3@adventure-works.com,Female,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,32,1,0,1,0
21588,Theodore,Martin,W,3519 Woodruff Lane,NULL,Burbank,CA,California,United States,US,91502,413-555-0122,Married,theodore0@adventure-works.com,Male,60000,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,38,1,1,0,0
21589,Vanessa,Coleman,NULL,3525 E. Watson Court,NULL,Port Hammond,BC,British Columbia,Canada,CA,V6B 3P7,663-555-0181,Married,vanessa6@adventure-works.com,Female,50000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,40,1,0,0,0
21590,Taylor,Gonzales,M,4734 Sycamore Court,NULL,Bellingham,WA,Washington,United States,US,98225,294-555-0113,Married,taylor41@adventure-works.com,Female,40000,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,39,1,0,1,0
21591,Clayton,Goel,NULL,9754 Hilltop Dr,NULL,Colma,CA,California,United States,US,94014,184-555-0142,Married,clayton37@adventure-works.com,Male,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,39,0,0,1,0
21592,Christina,Reed,NULL,9206 Listing Ct.,Unit F,Kirkland,WA,Washington,United States,US,98033,972-555-0157,Married,christina19@adventure-works.com,Female,40000,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,40,0,1,1,0
21593,Marcus,Roberts,H,4587 Sunset Meadows,NULL,Burbank,CA,California,United States,US,91502,171-555-0165,Single,marcus41@adventure-works.com,Male,50000,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,40,1,0,1,0
21594,Brianna,Moore,NULL,2545 Crowe Place,NULL,Fremont,CA,California,United States,US,94536,590-555-0112,Married,brianna6@adventure-works.com,Female,50000,2,2,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,30,1,1,1,0
21595,Juan,Ward,H,4749 Blackwood Drive,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,112-555-0119,Married,juan22@adventure-works.com,Male,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,32,1,0,1,0
21596,Luke,Wright,H,2710 Saddlehill Lane,NULL,Woodburn,OR,Oregon,United States,US,97071,145-555-0162,Married,luke50@adventure-works.com,Male,60000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,38,1,0,1,0
21597,Jose,Jones,NULL,9642 East L Street,NULL,Coronado,CA,California,United States,US,92118,993-555-0143,Married,jose59@adventure-works.com,Male,70000,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,33,1,0,1,0
21598,Chloe,Perez,E,7275 Andrea Lane,NULL,Yakima,WA,Washington,United States,US,98901,531-555-0161,Married,chloe9@adventure-works.com,Female,60000,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,35,1,0,0,0
21599,Sara,Lopez,A,7846 Alexander Pl.,NULL,Salem,OR,Oregon,United States,US,97301,293-555-0155,Married,sara48@adventure-works.com,Female,60000,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,34,1,1,0,0
21600,Alexa,Bell,R,5955 Colfax Street,NULL,Santa Cruz,CA,California,United States,US,95062,172-555-0127,Married,alexa12@adventure-works.com,Female,70000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,41,1,0,1,0
21601,Jacqueline,Bell,L,2578 South Creek Drive,NULL,San Francisco,CA,California,United States,US,94109,756-555-0168,Married,jacqueline38@adventure-works.com,Female,70000,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,36,1,1,1,0
21602,Manuel,Malhotra,S,5720 A St.,NULL,Burien,WA,Washington,United States,US,98168,964-555-0110,Married,manuel3@adventure-works.com,Male,70000,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,41,1,0,1,0
21603,Seth,Barnes,NULL,6965 Lindsey Court,NULL,Bellingham,WA,Washington,United States,US,98225,838-555-0195,Married,seth51@adventure-works.com,Male,70000,2,2,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,41,1,0,1,0
21604,Melanie,Howard,A,7136 Almond Drive,NULL,Downey,CA,California,United States,US,90241,771-555-0195,Single,melanie37@adventure-works.com,Female,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,42,1,1,1,0
21605,Brittney,Ye,A,3796 Peachwillow,NULL,Burien,WA,Washington,United States,US,98168,148-555-0174,Married,brittney8@adventure-works.com,Female,60000,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,40,1,1,0,0
21606,Connor,Roberts,W,6816 Piedra Dr.,NULL,Edmonds,WA,Washington,United States,US,98020,377-555-0127,Married,connor33@adventure-works.com,Male,60000,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,34,1,0,1,0
21607,Bryce,Torres,I,6492 Palms Dr.,NULL,Edmonds,WA,Washington,United States,US,98020,697-555-0138,Married,bryce4@adventure-works.com,Male,60000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,40,1,0,0,0
21608,David,Griffin,NULL,8869 C Olivera Rd,NULL,Redmond,WA,Washington,United States,US,98052,954-555-0144,Married,david54@adventure-works.com,Male,70000,3,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,33,1,0,1,0
21609,Tabitha,Blanco,NULL,6693 Ryan Rd,NULL,Chula Vista,CA,California,United States,US,91910,377-555-0154,Single,tabitha36@adventure-works.com,Female,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,39,1,0,1,0
21610,Caleb,Edwards,NULL,4122 Ruth Drive,NULL,Fremont,CA,California,United States,US,94536,139-555-0181,Married,caleb30@adventure-works.com,Male,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,34,1,1,0,0
21611,Ethan,Wilson,J,452 Rain Drop Circle,NULL,Woodland Hills,CA,California,United States,US,91364,920-555-0156,Married,ethan40@adventure-works.com,Male,80000,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,40,1,1,1,0
21612,Spencer,Foster,J,1750 Morengo Ct.,NULL,Salem,OR,Oregon,United States,US,97301,775-555-0190,Single,spencer18@adventure-works.com,Male,40000,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,42,0,0,1,0
21613,Caleb,Powell,G,5528 Ringing Court,NULL,Newton,BC,British Columbia,Canada,CA,V2M1P1,711-555-0115,Single,caleb5@adventure-works.com,Male,50000,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,42,1,0,1,0
21614,William,Thomas,A,1277 Live Oak Avenue,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,181-555-0115,Married,william26@adventure-works.com,Male,50000,2,2,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,42,1,0,0,0
21615,Grace,Torres,J,7095 Thames Drive,NULL,Concord,CA,California,United States,US,94519,630-555-0162,Single,grace39@adventure-works.com,Female,50000,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,42,1,0,1,0
21616,Carson,Wood,J,9790 Berrellesa St.,NULL,Burien,WA,Washington,United States,US,98168,847-555-0167,Married,carson1@adventure-works.com,Male,60000,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,43,0,1,1,0
21617,Jennifer,Miller,NULL,2028 Mendocino Drive,NULL,Corvallis,OR,Oregon,United States,US,97330,414-555-0153,Single,jennifer34@adventure-works.com,Female,60000,0,0,Graduate Degree,Professional,0,0,0-1 Miles,North America,33,0,0,1,0
21618,Elijah,Carter,NULL,6262 Pine Tree Dr.,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,861-555-0126,Married,elijah38@adventure-works.com,Male,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,38,1,0,1,0
21619,Angela,Patterson,NULL,3477 Mt. Washington Way,NULL,Woodland Hills,CA,California,United States,US,91364,435-555-0136,Single,angela13@adventure-works.com,Female,70000,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,43,1,0,1,0
21620,Mariah,Brooks,NULL,8535 Meadowbrook Court,NULL,Haney,BC,British Columbia,Canada,CA,V2W 1W2,127-555-0131,Married,mariah1@adventure-works.com,Female,60000,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,29,1,0,1,0
21621,Jordan,Parker,NULL,2454 Clayton Way,NULL,N. Vancouver,BC,British Columbia,Canada,CA,V7L 4J4,783-555-0193,Married,jordan53@adventure-works.com,Male,60000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,35,1,0,1,0
21622,Ethan,Winston,R,1047 Las Quebradas Lane,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,369-555-0123,Married,ethan21@adventure-works.com,Male,60000,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,40,1,1,1,0
21623,Connor,Diaz,NULL,1387 Dias Circle,NULL,Port Orchard,WA,Washington,United States,US,98366,964-555-0153,Married,connor16@adventure-works.com,Male,70000,5,5,Graduate Degree,Professional,1,2,2-5 Miles,North America,40,0,0,1,0
21624,Faith,Price,L,6309 Sundance Drive,NULL,Tacoma,WA,Washington,United States,US,98403,887-555-0184,Single,faith1@adventure-works.com,Female,70000,5,5,Graduate Degree,Professional,1,2,2-5 Miles,North America,41,0,0,1,0
21625,Jennifer,Hall,T,4896 Village Pl.,NULL,Woodburn,OR,Oregon,United States,US,97071,956-555-0189,Married,jennifer51@adventure-works.com,Female,70000,5,5,Graduate Degree,Professional,1,2,2-5 Miles,North America,40,0,1,1,0
21626,Brianna,Garcia,E,7712 Oak Wood Court,NULL,Yakima,WA,Washington,United States,US,98901,640-555-0169,Married,brianna15@adventure-works.com,Female,70000,5,5,Graduate Degree,Professional,1,2,0-1 Miles,North America,34,0,0,1,0
21627,Bailey,Roberts,M,7142 Duck Horn Court,NULL,Burlingame,CA,California,United States,US,94010,856-555-0163,Married,bailey25@adventure-works.com,Female,70000,5,5,Graduate Degree,Professional,1,2,2-5 Miles,North America,35,0,0,1,0
21628,Kelli,Xu,T,1177 Oily Road,NULL,Burien,WA,Washington,United States,US,98168,467-555-0163,Single,kelli28@adventure-works.com,Female,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,44,0,1,1,0
21629,Thomas,Thomas,NULL,7921 Detroit Ave.,NULL,Langley,BC,British Columbia,Canada,CA,V3A 4R2,159-555-0178,Single,thomas72@adventure-works.com,Male,50000,3,3,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,39,1,0,1,0
21630,Faith,Jenkins,NULL,8576 South Villa Way,NULL,Marysville,WA,Washington,United States,US,98270,372-555-0114,Married,faith6@adventure-works.com,Female,50000,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,39,0,0,1,0
21631,Martin,Sanchez,E,1267 Baltic Sea Ct.,NULL,Cliffside,BC,British Columbia,Canada,CA,V8Y 1L1,806-555-0119,Married,martin4@adventure-works.com,Male,50000,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,39,0,0,1,0
21632,Jaclyn,Liang,NULL,3936 Diablo View Road,NULL,Coronado,CA,California,United States,US,92118,883-555-0146,Married,jaclyn18@adventure-works.com,Female,50000,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,44,0,0,1,0
21633,Cameron,Zhang,F,6436 Brookview Dr,NULL,Puyallup,WA,Washington,United States,US,98371,193-555-0131,Married,cameron19@adventure-works.com,Male,50000,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,44,0,0,1,0
21634,Arianna,Cook,NULL,2748 Pine St.,NULL,Edmonds,WA,Washington,United States,US,98020,153-555-0177,Married,arianna43@adventure-works.com,Female,50000,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,39,0,0,1,0
21635,Christian,Lewis,G,9305 Kentucky Drive,NULL,Palo Alto,CA,California,United States,US,94303,375-555-0172,Married,christian40@adventure-works.com,Male,50000,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,39,0,1,1,0
21636,Katherine,Rivera,NULL,3069 Yolanda,NULL,Woodland Hills,CA,California,United States,US,91364,366-555-0111,Married,katherine11@adventure-works.com,Female,50000,3,3,Bachelors,Skilled Manual,1,3,10+ Miles,North America,44,0,0,1,0
21637,Richard,Lewis,I,5061 Athecton Circle,NULL,San Diego,CA,California,United States,US,92102,922-555-0117,Single,richard15@adventure-works.com,Male,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,35,1,0,1,0
21638,Olivia,Harris,J,6955 W. Buchanan,NULL,Corvallis,OR,Oregon,United States,US,97330,131-555-0189,Single,olivia13@adventure-works.com,Female,40000,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,45,1,1,0,0
21639,Anthony,Wilson,NULL,3196 Rotherham Dr.,NULL,Burien,WA,Washington,United States,US,98168,148-555-0127,Married,anthony16@adventure-works.com,Male,60000,4,4,Bachelors,Skilled Manual,1,3,10+ Miles,North America,40,0,0,1,0
21640,Charles,Cooper,NULL,173 Soto St.,NULL,Daly City,CA,California,United States,US,94015,525-555-0159,Married,charles57@adventure-works.com,Male,60000,5,5,Bachelors,Skilled Manual,0,3,2-5 Miles,North America,46,0,1,1,0
21641,Kaylee,Perez,NULL,1686 Lavere Way,NULL,Daly City,CA,California,United States,US,94015,721-555-0185,Married,kaylee34@adventure-works.com,Female,60000,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,34,1,0,0,0
21642,Alexandra,Rodriguez,NULL,333 Merced Circle,NULL,Oak Bay,BC,British Columbia,Canada,CA,V8P,519-555-0137,Married,alexandra84@adventure-works.com,Female,60000,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,45,1,0,1,0
21643,Wyatt,Diaz,NULL,3829 Baltic Sea Ct.,NULL,Concord,CA,California,United States,US,94519,164-555-0126,Married,wyatt50@adventure-works.com,Male,60000,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,45,1,1,0,0
21644,Sydney,Howard,NULL,8665 Brown Street,NULL,West Covina,CA,California,United States,US,91791,273-555-0161,Married,sydney12@adventure-works.com,Female,60000,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,45,1,0,1,0
21645,Spencer,Alexander,NULL,2101 Frayne Ln.,NULL,Walla Walla,WA,Washington,United States,US,99362,178-555-0164,Married,spencer21@adventure-works.com,Male,60000,4,2,Bachelors,Skilled Manual,1,2,0-1 Miles,North America,45,1,1,0,0
21646,Luis,Bryant,D,7954 Vista Avenue,NULL,Lemon Grove,CA,California,United States,US,91945,412-555-0112,Married,luis17@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,0-1 Miles,North America,46,1,0,1,0
21647,Blake,Brown,NULL,5009 Orange Street,NULL,Bremerton,WA,Washington,United States,US,98312,687-555-0187,Single,blake3@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,47,1,0,1,0
21648,Ronnie,Sun,J,1464 Lincoln Dr.,NULL,Burbank,CA,California,United States,US,91502,112-555-0143,Single,ronnie11@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,46,1,1,0,0
21649,Keith,Nara,NULL,48 Calico Way,NULL,Concord,CA,California,United States,US,94519,207-555-0166,Married,keith20@adventure-works.com,Male,70000,4,2,Bachelors,Professional,1,2,2-5 Miles,North America,46,1,0,1,0
